target_id,ens_gene,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,,,,
PA4231,pchA,0.000284473,0.008722766,2.610062903,0.719215006,8.221310454,2.307283246,0.000470741,0.328972683,0.775434597,0.775434597,,,,
PA0026,plcB,0.00029019,0.008821009,-1.363704888,0.37630832,4.672838121,0.681020993,0.014228087,0.139664021,0.198183841,0.198183841,,,,
PA3231,PA3231,0.000290909,0.008821009,3.405305678,0.939844857,6.13366146,4.538802055,0.005612301,1.319350233,0.222797226,1.319350233,,,,
PA0951,PA0951,0.000299542,0.00901128,1.386208747,0.383386452,6.105118412,0.677860237,0.002928891,0.123805895,0.217548867,0.217548867,,,,
PA4670,prs,0.000300486,0.00901128,1.604516027,0.443864184,6.038908114,1.008760001,0.003463032,0.292060089,0.206234385,0.292060089,,,,
PA2178,PA2178,0.00032236,0.00961444,1.187301166,0.330114443,5.681996751,0.534422543,0.004574672,0.134821985,0.158888646,0.158888646,,,,
PA2588,PA2588,0.00035914,0.010653185,-2.164023882,0.60643749,5.478169958,1.846219524,0.007537687,0.544111958,0.14417416,0.544111958,,,,
PA3795,PA3795,0.000364541,0.010754949,1.69271755,0.474881294,6.631947037,1.081671749,0.001761464,0.275843458,0.3365069,0.3365069,,,,
PA4979,PA4979,0.000374802,0.010998235,-1.229342213,0.345590867,4.853826937,0.514675905,0.011726507,0.064887521,0.167423064,0.167423064,,,,
PA4490,magC,0.000386257,0.011241352,1.160961438,0.327095924,4.990296445,0.476641667,0.008472608,0.081892679,0.152015008,0.152015008,,,,
PA4959,fimX,0.000387207,0.011241352,1.389512489,0.39156052,6.155301345,0.66032447,0.003061916,0.098314312,0.226917545,0.226917545,,,,
PA5182,PA5182,0.000391875,0.011282275,1.409883637,0.397654842,6.066950198,0.786086809,0.002452737,0.234741323,0.210875736,0.234741323,,,,
PA5446,PA5446,0.00039275,0.011282275,2.037706276,0.574826318,6.055737815,1.642184414,0.004013366,0.491624577,0.208992883,0.491624577,,,,
PA2019,mexX,0.000423448,0.012100406,1.553479326,0.440700611,6.266793118,0.957049839,0.002913688,0.288411854,0.249901879,0.288411854,,,,
PA0753,PA0753,0.000442192,0.012570219,-1.964576064,0.559145679,3.795391015,1.272845638,0.042245849,0.101476532,0.426719986,0.426719986,,,,
PA2021,PA2021,0.000446499,0.012626893,1.526925347,0.43490305,4.371349357,0.84702282,0.016257213,0.16820843,0.267453781,0.267453781,,,,
PA4501,opdD,0.000454876,0.012797486,-1.090569085,0.311056919,5.314390274,0.391569884,0.006776795,0.036682712,0.138357815,0.138357815,,,,
PA3758,PA3758,0.000462466,0.012944303,-1.309898316,0.374085193,4.684872238,0.620840056,0.014284271,0.118328199,0.195625327,0.195625327,,,,
PA2188,PA2188,0.000474185,0.013204599,1.206007051,0.345073241,5.809634931,0.565870293,0.004359916,0.157558073,0.174253397,0.174253397,,,,
PA0007,PA0007,0.000480577,0.01331467,1.139430721,0.326357733,5.540084942,0.517301954,0.004535576,0.155228479,0.14718662,0.155228479,,,,
PA1921,PA1921,0.000488584,0.013468141,2.892696892,0.829580751,6.254726871,3.33615366,0.009616049,1.022690285,0.247284501,1.022690285,,,,
PA3731,PA3731,0.00052388,0.014296675,1.300906197,0.375091194,6.049836297,0.55140217,0.00302382,0.051595042,0.208016286,0.208016286,,,,
PA3955,PA3955,0.000521858,0.014296675,-1.457810812,0.420205769,4.45668807,0.771321834,0.018178233,0.149019423,0.246681099,0.246681099,,,,
PA4738,PA4738,0.000568453,0.015435899,2.438622206,0.70761896,6.582596581,2.38493299,0.00216962,0.748917268,0.324442326,0.748917268,,,,
PA1094,fliD,0.000593168,0.016027293,-2.57424848,0.749478613,6.459531324,2.6620884,0.003428473,0.839148813,0.294689373,0.839148813,,,,
PA2160,PA2160,0.000606123,0.01629665,2.249231037,0.655970595,7.756674313,1.717707855,0.000687935,0.249306787,0.644758197,0.644758197,,,,
PA5129,grxC,0.000616661,0.016498717,1.684585048,0.491967677,4.109167261,1.118309816,0.021781105,0.311921122,0.341267187,0.341267187,,,,
PA0781,PA0781,0.000652173,0.01727941,3.150968212,0.924326567,6.440553991,4.003835725,0.009892177,1.271677226,0.290111414,1.271677226,,,,
PA1100,fliE,0.00065085,0.01727941,-3.273178336,0.960020563,3.842657424,4.320076304,0.186363578,1.196095644,0.413746457,1.196095644,,,,
PA2688,pfeA,0.000658556,0.017358024,1.464737915,0.430011559,6.376629274,0.694616863,0.002487094,0.06123755,0.274877818,0.274877818,,,,
PA4406.1,PA4406.1,0.0006615,0.017358024,2.121738673,0.62311384,4.48882956,1.816457529,0.018449397,0.563956889,0.239565112,0.563956889,,,,
PA4219,ampO,0.000671537,0.017537085,1.741809883,0.512154918,6.850849594,1.09120582,0.001365314,0.224928836,0.392088677,0.392088677,,,,
PA1041,PA1041,0.000681985,0.017725119,1.711579067,0.503891598,6.792485051,1.183538962,0.001576978,0.379283136,0.376958231,0.379283136,,,,
PA2152,PA2152,0.000705514,0.018249731,1.967943516,0.58095517,7.267326013,1.193465598,0.000984859,0.038546508,0.505278505,0.505278505,,,,
PA2144,glgP,0.000721559,0.018576742,2.244778237,0.663889337,7.811754534,1.560227381,0.000610225,0.060038001,0.660513353,0.660513353,,,,
PA0060,PA0060,0.000817606,0.020755793,2.578611167,0.770478819,5.271576709,2.707135797,0.010062873,0.880393543,0.137833619,0.880393543,,,,
PA0144,PA0144,0.000816359,0.020755793,-1.710344163,0.510979439,4.918876376,1.190903131,0.016319469,0.375330511,0.159714527,0.375330511,,,,
PA0553,PA0553,0.000812172,0.020755793,1.751788565,0.523138555,5.101882869,1.249037691,0.007407392,0.403103531,0.142703438,0.403103531,,,,
PA2167,PA2167,0.000829034,0.02094847,1.34910178,0.403570529,6.229506615,0.654727908,0.002394401,0.13348713,0.241909357,0.241909357,,,,
PA1416,PA1416,0.000837199,0.021057279,-1.061341626,0.317748487,5.099339348,0.457781273,0.008577312,0.141232012,0.142868839,0.142868839,,,,
PA1090,PA1090,0.000845909,0.021178773,-1.479678226,0.443373381,4.707850628,0.892730241,0.015338996,0.279530936,0.190893952,0.279530936,,,,
PA0427,oprM,0.000854648,0.021186775,1.617562789,0.485104689,6.691306357,0.860985305,0.001734686,0.093305928,0.351255153,0.351255153,,,,
PA3302,PA3302,0.000856092,0.021186775,1.437557936,0.431182197,5.479187172,0.843073551,0.005524965,0.273352166,0.144221547,0.273352166,,,,
PA4218,ampP,0.000857874,0.021186775,2.003492676,0.601033393,7.393965061,1.637009321,0.000836752,0.54018131,0.541024957,0.541024957,,,,
PA0921,PA0921,0.000872952,0.0213658,1.14948814,0.345340648,4.832326869,0.498237961,0.008827106,0.118474225,0.170063138,0.170063138,,,,
PA2161,PA2161,0.000869369,0.0213658,1.574230468,0.472783245,4.207220217,0.932678772,0.022367802,0.214155076,0.312918192,0.312918192,,,,
PA0730,PA0730,0.000898391,0.021890268,1.203491682,0.36243707,5.952924291,0.484746669,0.003585945,0.059200305,0.193454999,0.193454999,,,,
PA1713,exsA,0.00091981,0.022213817,1.258910758,0.379879816,6.083382485,0.602706917,0.002763778,0.156298756,0.213699234,0.213699234,,,,
PA4345,PA4345,0.000916558,0.022213817,1.171340272,0.353349609,5.885453491,0.531610968,0.002863882,0.147135567,0.184420038,0.184420038,,,,
PA2164,PA2164,0.000932589,0.022324869,1.803077692,0.544718151,7.04454182,1.070427891,0.001362931,0.117513496,0.443713865,0.443713865,,,,
PA4671,PA4671,0.000931214,0.022324869,1.733747408,0.523707827,6.481944033,1.230887889,0.002272886,0.409131946,0.300112972,0.409131946,,,,
PA3809,fdx2,0.000940488,0.022415654,2.454420714,0.742021293,6.090293354,2.467969031,0.004316879,0.821576519,0.214909165,0.821576519,,,,
PA1796.3,PA1796.3,0.000970407,0.023028182,1.883019818,0.570790435,3.900278913,1.454691155,0.028642664,0.460059916,0.398037051,0.460059916,,,,
PA3414,PA3414,0.001056805,0.02496987,1.419056193,0.433306143,5.602842169,0.8294212,0.00644087,0.275190451,0.151472468,0.275190451,,,,
PA5303,PA5303,0.001082128,0.025457989,1.421360091,0.434898759,4.37148962,0.699279547,0.01628777,0.100212473,0.267417625,0.267417625,,,,
PA2780,bswR,0.001097697,0.025713433,1.238563561,0.379437439,4.640609747,0.513726946,0.010699774,0.056194023,0.205259382,0.205259382,,,,
PA2002,PA2002,0.001103803,0.025745975,-1.078734875,0.330632695,4.973612252,0.376307315,0.010260532,0.023747762,0.153716436,0.153716436,,,,
PA4172,PA4172,0.001128721,0.026215136,1.829326629,0.561779717,5.44509783,1.382646515,0.009574169,0.463820506,0.142676327,0.463820506,,,,
PA3021,PA3021,0.001133648,0.026218001,1.047048851,0.321667159,5.03567702,0.42838973,0.007447465,0.116922962,0.147757177,0.147757177,,,,
PA4977,aruI,0.001159996,0.026714167,-1.208559663,0.372031834,4.92916943,0.60427416,0.011684782,0.195926746,0.158544171,0.195926746,,,,
PA1966,PA1966,0.001165765,0.026734224,-1.763662724,0.543145651,3.929135312,1.113267631,0.05229145,0.172853262,0.390219348,0.390219348,,,,
PA2788,PA2788,0.001203939,0.027494147,-1.014599882,0.313346837,5.405685767,0.373407455,0.006231817,0.074497657,0.141047543,0.141047543,,,,
PA4621,PA4621,0.001218452,0.027709634,-1.030337761,0.318543754,5.527779206,0.404590376,0.005668949,0.101970557,0.146536236,0.146536236,,,,
PA0537,PA0537,0.001242054,0.028103534,1.470399251,0.455366929,4.500389774,0.897453035,0.014231866,0.296806695,0.237088113,0.296806695,,,,
PA1441,PA1441,0.001246071,0.028103534,-2.482596794,0.769053663,6.224832509,2.558718295,0.004593242,0.882572062,0.240927928,0.882572062,,,,
PA2541,PA2541,0.00126528,0.028419331,1.072336282,0.332637279,5.71246106,0.347932342,0.003733272,-3.23E-05,0.162238067,0.162238067,,,,
PA3761,nagE,0.001280473,0.028642718,-1.076764717,0.334365694,4.938411837,0.429066446,0.010192075,0.091357636,0.157508551,0.157508551,,,,
PA2175,PA2175,0.001294432,0.028836764,1.315961881,0.409038043,4.799528425,0.720301246,0.010941966,0.240026215,0.174627792,0.240026215,,,,
PA0027,PA0027,0.001324741,0.029392008,-1.999141085,0.622675682,4.260347166,1.664239529,0.037229419,0.544358088,0.29766929,0.544358088,,,,
PA2781,PA2781,0.001343732,0.029572934,1.478189724,0.461001847,4.25317583,0.713945965,0.019075898,0.053964735,0.299708157,0.299708157,,,,
PA3787,PA3787,0.001343235,0.029572934,1.182518413,0.368778835,6.006205403,0.579543228,0.002885615,0.197162245,0.201111128,0.201111128,,,,
PA1542,PA1542,0.001365865,0.029819567,-2.239340741,0.699407355,5.850605737,2.091398864,0.005268008,0.728487963,0.179711216,0.728487963,,,,
PA1608,PA1608,0.00136099,0.029819567,-1.164311491,0.363529381,5.035460644,0.565270708,0.00937759,0.188852827,0.147776073,0.188852827,,,,
PA1730,PA1730,0.001385471,0.030090841,1.647369988,0.515179716,6.869454999,1.021243866,0.001159144,0.257710235,0.396956066,0.396956066,,,,
PA2212,PA2212,0.001389317,0.030090841,-1.096608072,0.343026474,4.899823899,0.48728904,0.014577775,0.143577551,0.161922967,0.161922967,,,,
PA4600,nfxB,0.001444472,0.031161765,-1.117201735,0.350702165,4.804949707,0.424967641,0.010665667,0.05249149,0.173822346,0.173822346,,,,
PA1679,PA1679,0.001510093,0.032449161,-1.225571706,0.38628217,4.621307228,0.542374006,0.014202891,0.100504865,0.209617981,0.209617981,,,,
PA4598,mexD,0.001551943,0.033217661,-1.537387144,0.485778379,5.702836553,0.992244529,0.005677432,0.348293518,0.161153915,0.348293518,,,,
PA5435,PA5435,0.001575834,0.033597279,1.966703138,0.622306833,7.530891875,1.604937432,0.00083792,0.554863408,0.580060772,0.580060772,,,,
PA2076,PA2076,0.001588238,0.033729971,-1.148526418,0.363681195,4.725419864,0.451181966,0.010965464,0.058344644,0.187430553,0.187430553,,,,
PA0938,wzz2,0.001652999,0.034834236,1.23685474,0.393102905,6.026344537,0.644378768,0.002569767,0.229225074,0.204228801,0.229225074,,,,
PA2954,PA2954,0.001649927,0.034834236,-1.37700559,0.437570664,4.373025881,0.72836474,0.020180112,0.179221665,0.267022017,0.267022017,,,,
PA1733,PA1733,0.001699345,0.035673164,1.073196897,0.34196827,5.793921739,0.45367803,0.003209056,0.13198164,0.17220439,0.17220439,,,,
PA3760,PA3760,0.001759309,0.036790461,-1.460184936,0.466793781,5.545097482,0.901117735,0.007083253,0.319761397,0.147470272,0.319761397,,,,
PA1078,flgC,0.001794448,0.037239908,-3.394957503,1.087326303,4.528940223,4.876455121,0.039280513,1.73413722,0.230788466,1.73413722,,,,
PA4190,pqsL,0.001792044,0.037239908,-0.971066578,0.310970842,5.318047258,0.335604107,0.006626656,0.059264615,0.13842764,0.13842764,,,,
PA0647,PA0647,0.001891753,0.039061003,1.078040668,0.347002815,4.830795993,0.454362415,0.010357103,0.121781535,0.170259328,0.170259328,,,,
PA1096,PA1096,0.001896513,0.039061003,-1.976285974,0.63628474,4.248644888,1.657541799,0.029485955,0.57780145,0.301000107,0.57780145,,,,
PA5553,atpC,0.001967904,0.040379019,0.957576836,0.309391385,5.266451131,0.365969325,0.005774659,0.107829473,0.137809885,0.137809885,,,,
PA4326,PA4326,0.001975632,0.040385769,-1.601407215,0.517606293,4.005149467,0.997767622,0.032069523,0.253450603,0.369804888,0.369804888,,,,
PA0392,PA0392,0.001996,0.040649888,0.981137784,0.317435383,5.073839271,0.407745305,0.006488641,0.142206233,0.144659193,0.144659193,,,,
PA1931,PA1931,0.002019031,0.040922697,1.108024609,0.358883832,4.749105169,0.426642325,0.010195308,0.062713148,0.183001099,0.183001099,,,,
PA3323,PA3323,0.002024391,0.040922697,-1.404091007,0.454894441,4.291341013,0.754552367,0.021438183,0.182450443,0.288955246,0.288955246,,,,
PA4677,PA4677,0.002070887,0.041708124,-1.152479107,0.374196928,5.00266158,0.566490437,0.010974368,0.199060643,0.150798788,0.199060643,,,,
PA1731,PA1731,0.002087623,0.041890612,1.231120865,0.400042515,6.209705296,0.49441603,0.002266528,0.047381542,0.237784493,0.237784493,,,,
PA4876,osmE,0.002135645,0.042697264,2.676201292,0.87153084,6.877125168,3.060095213,0.002368609,1.136980398,0.398968702,1.136980398,,,,
PA0669,PA0669,0.002240619,0.044632486,1.529879958,0.500560557,6.782282391,0.787108725,0.001505837,0.104680312,0.374335471,0.374335471,,,,
PA3526,motY,0.002266285,0.044816606,-1.665778579,0.545635041,4.738276423,1.1897066,0.01882642,0.427749977,0.184990262,0.427749977,,,,
PA3757,nagR,0.002262684,0.044816606,-1.075950338,0.352378438,4.793414281,0.455116053,0.010696431,0.124072712,0.175559414,0.175559414,,,,
PA0119,PA0119,0.002295954,0.045050817,-0.948361396,0.311038935,5.365184121,0.338417474,0.005485994,0.080264847,0.139631835,0.139631835,,,,
PA2104,PA2104,0.002306946,0.045050817,0.994719973,0.326397022,5.652999983,0.325282861,0.003862191,0.031690951,0.155940333,0.155940333,,,,
PA2971,PA2971,0.002304147,0.045050817,1.387323917,0.455167477,6.305336723,0.826013213,0.002356921,0.308409226,0.258445973,0.308409226,,,,
PA3324,PA3324,0.002311145,0.045050817,-0.945932694,0.310444148,5.297325724,0.325661411,0.006481239,0.065049776,0.138082115,0.138082115,,,,
PA4226,pchE,0.002370761,0.046048448,2.445279929,0.804536006,9.019472902,2.054538037,0.000214717,0.325685105,0.97070256,0.97070256,,,,
PA1104,fliI,0.00239883,0.046264366,-0.955736239,0.314819863,5.440702832,0.382224203,0.006182336,0.129061009,0.142484983,0.142484983,,,,
PA3759,PA3759,0.002396602,0.046264366,-1.363284501,0.449024962,4.572319188,0.799511489,0.018063726,0.284371399,0.220880775,0.284371399,,,,
PA4225,pchF,0.002418849,0.046486181,2.44626614,0.806466865,9.042121201,2.093335917,0.00020674,0.372381396,0.975376468,0.975376468,,,,
PA4763,recN,0.002462092,0.047151225,2.334729938,0.771056605,8.175377788,2.348723111,0.000576715,0.891215717,0.762842759,0.891215717,,,,
PA0751,PA0751,0.002526606,0.048049536,-1.321246528,0.437479048,4.639698482,0.753373217,0.017413958,0.269667918,0.205463434,0.269667918,,,,
PA2102,PA2102,0.002518538,0.048049536,1.052975747,0.348539905,4.810527251,0.391529196,0.009205827,0.064421447,0.173014272,0.173014272,,,,
PA1080,flgE,0.002540826,0.048152184,-2.645394716,0.876412237,6.494432816,3.021152052,0.003640398,1.148507214,0.303138987,1.148507214,,,,
PA2163,PA2163,0.002587851,0.048873673,1.591749262,0.528315655,6.94681199,0.927494462,0.001266019,0.207977417,0.417410129,0.417410129,,,,
PA1866,PA1866,0.002624895,0.049402338,1.528045722,0.507899476,6.824953999,0.892518199,0.001593615,0.238457735,0.385349202,0.385349202,,,,
PA2589,PA2589,0.00265332,0.049765698,-1.185465814,0.394460341,4.883771945,0.608317512,0.011963026,0.221435415,0.163819695,0.221435415,,,,
PA0855,PA0855,0.002683414,0.050157783,-1.023573054,0.340980362,5.340936038,0.453831668,0.007403716,0.166997695,0.138945045,0.166997695,,,,
PA1077,flgB,0.00271135,0.050506982,-3.294532161,1.098653805,5.103871179,4.704630868,0.019099637,1.79146064,0.142575856,1.79146064,,,,
PA4673,PA4673,0.002802584,0.052028917,0.926395985,0.309976527,5.353259476,0.328699492,0.004850795,0.084194999,0.139277376,0.139277376,,,,
PA4222,PA4222,0.002813498,0.052054479,1.782641327,0.596717495,7.366578109,1.168376175,0.000848173,0.267943258,0.53325948,0.53325948,,,,
PA4408,ftsA,0.002857849,0.052696416,1.612028306,0.540472419,6.870674792,1.1301231,0.001184477,0.436981177,0.397275904,0.436981177,,,,
PA5482,PA5482,0.002879782,0.052922057,1.889105889,0.633867054,5.713241209,1.552761248,0.004460757,0.598220406,0.162326948,0.598220406,,,,
PA1175,napD,0.002913181,0.053177729,1.573808437,0.528699608,3.926803688,0.951888907,0.028435199,0.232598561,0.390849714,0.390849714,,,,
PA3788,PA3788,0.002904295,0.053177729,1.034986006,0.347580169,5.298104892,0.466333178,0.006037281,0.17518068,0.138092849,0.17518068,,,,
PA4839,speA,0.003046865,0.055432637,1.044823501,0.352627127,5.875622191,0.381808212,0.003428939,0.06446027,0.183089897,0.183089897,,,,
PA1248,aprF,0.003070741,0.05568141,1.304635143,0.44067082,6.436868274,0.656962538,0.002061706,0.180864145,0.289224452,0.289224452,,,,
PA0563,PA0563,0.003135827,0.056673315,1.212472057,0.410437077,6.270016483,0.608338286,0.002081996,0.207057678,0.250605895,0.250605895,,,,
PA4411,murC,0.003170704,0.057114521,1.444991108,0.489713822,6.537433813,0.914183343,0.001716507,0.358012933,0.313545515,0.358012933,,,,
PA2018,mexY,0.003218242,0.057780155,1.639794962,0.556601429,7.117019811,0.874501899,0.001187593,0.083591962,0.463520132,0.463520132,,,,
PA1092,fliC,0.0032344,0.057879845,-3.34339036,1.135455995,6.449482033,4.90059011,0.005209216,1.928681259,0.292263024,1.928681259,,,,
PA0771,era,0.003288887,0.057905626,0.916149467,0.311683101,5.416214756,0.296324418,0.004257702,0.051399128,0.141461831,0.141461831,,,,
PA2150,PA2150,0.003252875,0.057905626,1.813558275,0.616275415,5.890921538,1.442452549,0.005671956,0.564021125,0.185159434,0.564021125,,,,
PA2769,PA2769,0.003268364,0.057905626,-1.095979672,0.37261727,4.928583616,0.526963788,0.008860432,0.199405013,0.158610312,0.199405013,,,,
PA3635,eno,0.00326095,0.057905626,1.711506734,0.581748483,6.760381311,1.284894148,0.001442672,0.506204275,0.368728377,0.506204275,,,,
PA5423,PA5423,0.003280445,0.057905626,1.570141133,0.534032839,5.684037752,1.081832242,0.004820981,0.422965629,0.15910532,0.422965629,,,,
PA1830,PA1830,0.003337278,0.058568687,1.82689538,0.6224871,5.889259358,1.466252246,0.003773885,0.577461399,0.184934729,0.577461399,,,,
PA3119,PA3119,0.003393484,0.05936422,-1.336175527,0.456087716,4.79261155,0.785228718,0.014547055,0.297476953,0.175683533,0.297476953,,,,
PA4067,oprG,0.003414282,0.059537225,1.341735006,0.458282494,6.239868327,0.792103261,0.002172259,0.312862008,0.244101686,0.312862008,,,,
PA1093,PA1093,0.003428727,0.059598696,-2.339095341,0.799298958,4.000874793,2.408064694,0.041127327,0.917190911,0.370945513,0.917190911,,,,
PA4386,groES,0.003484155,0.060369891,1.633432843,0.55911875,5.788924657,1.175567388,0.004384234,0.464536431,0.17155951,0.464536431,,,,
PA2148,PA2148,0.003585816,0.061934765,1.45289309,0.498852401,5.061297208,0.931893961,0.009656816,0.363623762,0.145624291,0.363623762,,,,
PA2192,PA2192,0.003655562,0.062940236,1.40312591,0.482762909,5.436384281,0.870300727,0.0074276,0.34216244,0.142299085,0.34216244,,,,
PA5178,PA5178,0.003693756,0.063397866,1.810726895,0.623701266,7.382406958,1.450423489,0.000950189,0.582554714,0.53774562,0.582554714,,,,
PA2867,PA2867,0.003729167,0.063804987,-1.344603224,0.463623239,5.109927089,0.800323158,0.011231315,0.311188446,0.142196645,0.311188446,,,,
PA0212,mdcE,0.003862493,0.065879642,-1.613969516,0.558625679,3.794784887,1.017841893,0.041207159,0.254258607,0.426886814,0.426886814,,,,
PA0321,PA0321,0.003921727,0.06668157,-1.160962684,0.402498504,4.556729462,0.572668644,0.018538678,0.191859245,0.224468891,0.224468891,,,,
PA0052,PA0052,0.004016459,0.068080224,-1.261058417,0.438344482,5.613756479,0.707655561,0.005421801,0.282797026,0.152371295,0.282797026,,,,
PA5311,PA5311,0.004101539,0.069281477,-0.899319594,0.313325032,5.421303009,0.293104416,0.005590959,0.057498661,0.141667905,0.141667905,,,,
PA5436,PA5436,0.004112715,0.069281477,1.54469936,0.538338225,7.007303586,0.887966087,0.001078232,0.214093335,0.433633834,0.433633834,,,,
PA2722,PA2722,0.004161076,0.069546653,1.049895908,0.36636817,4.709271553,0.478381764,0.010729833,0.17389184,0.190608621,0.190608621,,,,
PA3273,PA3273,0.00415737,0.069546653,1.204340717,0.420221356,4.900302436,0.647034155,0.010004447,0.254874536,0.161866892,0.254874536,,,,
